[ILPcarry, ILPblock, ILPjit, inflation, Trinity, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTcarry, CTblock, CTjit, CTmix]
input/30Tasks_300_3_S.npy
[ {'shared-R': 0.31820415106657274, 'deadline': 3.793291450775094, 'period': 3.793291450775094, 'exclusive-R': 1.394418494722995}
 {'shared-R': 0.001028615727026884, 'deadline': 1.791420226369675, 'period': 1.791420226369675, 'exclusive-R': 0.707442090644977}
 {'shared-R': 10.867462290696848, 'deadline': 48.859695495957645, 'period': 48.859695495957645, 'exclusive-R': 14.341213083161685}
 {'shared-R': 1.2618751629125384, 'deadline': 4.553128999979158, 'period': 4.553128999979158, 'exclusive-R': 1.3226217870017667}
 {'shared-R': 4.644690827360529, 'deadline': 85.39532065364814, 'period': 85.39532065364814, 'exclusive-R': 34.4828735924872}
 {'shared-R': 0.3877565733562588, 'deadline': 1.4157978711050578, 'period': 1.4157978711050578, 'exclusive-R': 0.3588734756689813}
 {'shared-R': 3.3300798053255662, 'deadline': 15.101153843882098, 'period': 15.101153843882098, 'exclusive-R': 5.102545680434437}
 {'shared-R': 1.366320431000424, 'deadline': 6.15267309263559, 'period': 6.15267309263559, 'exclusive-R': 1.4485515393836732}
 {'shared-R': 23.86051603537478, 'deadline': 98.5296882699276, 'period': 98.5296882699276, 'exclusive-R': 26.4594612238872}
 {'shared-R': 0.43146908803327366, 'deadline': 3.4032611853427537, 'period': 3.4032611853427537, 'exclusive-R': 1.0264897049756638}
 {'shared-R': 6.193362825715386, 'deadline': 30.226247975487453, 'period': 30.226247975487453, 'exclusive-R': 10.237446802086279}
 {'shared-R': 0.4821693908981059, 'deadline': 8.278941426505371, 'period': 8.278941426505371, 'exclusive-R': 2.9215551264836015}
 {'shared-R': 13.153787001010251, 'deadline': 65.04019001637016, 'period': 65.04019001637016, 'exclusive-R': 18.97470996291511}
 {'shared-R': 1.1988428435611194, 'deadline': 5.752706928205724, 'period': 5.752706928205724, 'exclusive-R': 1.7123496362645725}
 {'shared-R': 21.63753261844512, 'deadline': 80.74743244195204, 'period': 80.74743244195204, 'exclusive-R': 19.57076352683365}]
total utili:6.0
total utili+exclusive:14.9516558544
[ {'shared-R': 2.213068340400162, 'deadline': 6.031870842794016, 'period': 6.031870842794016, 'exclusive-R': 1.3223954340555972}
 {'shared-R': 30.711996384344072, 'deadline': 33.213822130596924, 'period': 33.213822130596924, 'exclusive-R': 1.123767791274901}
 {'shared-R': 1.8340357346546567, 'deadline': 6.863546330524347, 'period': 6.863546330524347, 'exclusive-R': 2.1758764673558297}
 {'shared-R': 0.8799326739573036, 'deadline': 16.24046964202559, 'period': 16.24046964202559, 'exclusive-R': 5.4629032964512}
 {'shared-R': 0.046589046208596774, 'deadline': 7.841366046860779, 'period': 7.841366046860779, 'exclusive-R': 2.689840317646586}
 {'shared-R': 1.9049235303564978, 'deadline': 49.943101489664215, 'period': 49.943101489664215, 'exclusive-R': 14.631672547699898}
 {'shared-R': 1.513920987882877, 'deadline': 6.617810774335319, 'period': 6.617810774335319, 'exclusive-R': 1.837884604462757}
 {'shared-R': 20.130890036804317, 'deadline': 75.54748126793048, 'period': 75.54748126793048, 'exclusive-R': 19.436548762152352}
 {'shared-R': 0.002848290305432014, 'deadline': 1.4873781155762085, 'period': 1.4873781155762085, 'exclusive-R': 0.45858109951258774}
 {'shared-R': 23.99256361895719, 'deadline': 77.42602673435839, 'period': 77.42602673435839, 'exclusive-R': 19.919417313918572}
 {'shared-R': 0.9035599585875728, 'deadline': 2.7258379588775052, 'period': 2.7258379588775052, 'exclusive-R': 0.5841862106405298}
 {'shared-R': 3.7318139674521467, 'deadline': 40.144052191238316, 'period': 40.144052191238316, 'exclusive-R': 14.718607606085154}
 {'shared-R': 0.08748721502023138, 'deadline': 1.3564057477315294, 'period': 1.3564057477315294, 'exclusive-R': 0.5383852716355688}
 {'shared-R': 8.471836939638578, 'deadline': 66.19087170048334, 'period': 66.19087170048334, 'exclusive-R': 24.859534817193342}
 {'shared-R': 0.5044872525435447, 'deadline': 4.716324224454584, 'period': 4.716324224454584, 'exclusive-R': 1.7572284452170555}
 {'shared-R': 0.5571850791979791, 'deadline': 11.30889898709622, 'period': 11.30889898709622, 'exclusive-R': 3.975594944097609}
 {'shared-R': 0.24856102839233374, 'deadline': 1.596630488257818, 'period': 1.596630488257818, 'exclusive-R': 0.5133237220268306}
 {'shared-R': 0.8145146835603327, 'deadline': 10.539269720058332, 'period': 10.539269720058332, 'exclusive-R': 2.964657248985812}
 {'shared-R': 1.3157296691267595, 'deadline': 5.313944277234369, 'period': 5.313944277234369, 'exclusive-R': 1.7966686088061832}
 {'shared-R': 1.2827371950757018, 'deadline': 34.0000649937703, 'period': 34.0000649937703, 'exclusive-R': 12.482726840670658}
 {'shared-R': 0.8158536746904158, 'deadline': 7.329981522577423, 'period': 7.329981522577423, 'exclusive-R': 2.7438721459004203}
 {'shared-R': 37.68869432155965, 'deadline': 73.9102807712319, 'period': 73.9102807712319, 'exclusive-R': 13.580121905333701}
 {'shared-R': 0.260801651979026, 'deadline': 5.681078434361527, 'period': 5.681078434361527, 'exclusive-R': 2.20508627508569}
 {'shared-R': 21.485620976313303, 'deadline': 57.28655218264091, 'period': 57.28655218264091, 'exclusive-R': 15.381244432477722}
 {'shared-R': 0.029967437546761344, 'deadline': 9.418849935182262, 'period': 9.418849935182262, 'exclusive-R': 3.6766771757799344}
 {'shared-R': 0.2334334879548889, 'deadline': 11.500501821615526, 'period': 11.500501821615526, 'exclusive-R': 4.0352824299023755}
 {'shared-R': 0.39827339335534695, 'deadline': 1.4486730163873356, 'period': 1.4486730163873356, 'exclusive-R': 0.3617153254147908}
 {'shared-R': 0.22862756814792812, 'deadline': 73.48211230446572, 'period': 73.48211230446572, 'exclusive-R': 27.30608941137506}
 {'shared-R': 3.1010499497924946, 'deadline': 7.4741007370950125, 'period': 7.4741007370950125, 'exclusive-R': 1.8881030634739586}
 {'shared-R': 35.28867984008623, 'deadline': 72.63130352162469, 'period': 72.63130352162469, 'exclusive-R': 12.900984911804343}]
total utili:6.0
total utili+exclusive:15.0361483039
[ {'shared-R': 0.014730948005837723, 'deadline': 8.816926065290374, 'period': 8.816926065290374, 'exclusive-R': 2.79960987406241}
 {'shared-R': 5.064311700100577, 'deadline': 89.44240459094394, 'period': 89.44240459094394, 'exclusive-R': 37.39301401424504}
 {'shared-R': 1.0160017640220462, 'deadline': 9.563088804240627, 'period': 9.563088804240627, 'exclusive-R': 2.7550228405516397}
 {'shared-R': 6.330273764780247, 'deadline': 49.52847689886084, 'period': 49.52847689886084, 'exclusive-R': 14.221931943798749}
 {'shared-R': 0.10394214006208705, 'deadline': 1.3398207013358014, 'period': 1.3398207013358014, 'exclusive-R': 0.4099626896833571}
 {'shared-R': 10.154285303169578, 'deadline': 70.90950176887502, 'period': 70.90950176887502, 'exclusive-R': 22.095813882298494}
 {'shared-R': 1.8765915503556854, 'deadline': 9.837801911037092, 'period': 9.837801911037092, 'exclusive-R': 3.556457145330124}
 {'shared-R': 7.887310741820643, 'deadline': 32.90309010653466, 'period': 32.90309010653466, 'exclusive-R': 9.558070377503242}
 {'shared-R': 0.6821874232979385, 'deadline': 7.96394910019005, 'period': 7.96394910019005, 'exclusive-R': 2.7194458543311324}
 {'shared-R': 8.06733331037859, 'deadline': 46.13757644151021, 'period': 46.13757644151021, 'exclusive-R': 15.458893021843492}
 {'shared-R': 3.3672094048137176, 'deadline': 7.626847768590789, 'period': 7.626847768590789, 'exclusive-R': 1.7693135162765374}
 {'shared-R': 14.652621110335065, 'deadline': 40.90753028967302, 'period': 40.90753028967302, 'exclusive-R': 9.337722245411413}
 {'shared-R': 0.19057027300094545, 'deadline': 3.0238090886272286, 'period': 3.0238090886272286, 'exclusive-R': 0.9438595019723952}
 {'shared-R': 48.878465357200824, 'deadline': 84.24959268381053, 'period': 84.24959268381053, 'exclusive-R': 14.260739123195464}
 {'shared-R': 0.5194723610002224, 'deadline': 2.0951028441299875, 'period': 2.0951028441299875, 'exclusive-R': 0.6290643548645327}
 {'shared-R': 5.502897246246322, 'deadline': 93.47604124207675, 'period': 93.47604124207675, 'exclusive-R': 36.54995393047579}
 {'shared-R': 0.06886625201948159, 'deadline': 7.58324242964474, 'period': 7.58324242964474, 'exclusive-R': 3.348428707007893}
 {'shared-R': 11.272789473145146, 'deadline': 37.598283189317954, 'period': 37.598283189317954, 'exclusive-R': 10.512290389202537}
 {'shared-R': 1.4198031853953341, 'deadline': 6.3810548438341135, 'period': 6.3810548438341135, 'exclusive-R': 2.1989908934149978}
 {'shared-R': 18.99057239574427, 'deadline': 47.65938463227972, 'period': 47.65938463227972, 'exclusive-R': 11.883168152376031}
 {'shared-R': 0.03178204088345178, 'deadline': 2.0279300011536936, 'period': 2.0279300011536936, 'exclusive-R': 0.6295178023512997}
 {'shared-R': 7.330895340698434, 'deadline': 67.0663317124102, 'period': 67.0663317124102, 'exclusive-R': 18.195348553035135}
 {'shared-R': 0.81407518460393, 'deadline': 2.2963390969691035, 'period': 2.2963390969691035, 'exclusive-R': 0.5276935029310152}
 {'shared-R': 20.38273549545459, 'deadline': 80.08409020388972, 'period': 80.08409020388972, 'exclusive-R': 26.699196197914908}
 {'shared-R': 1.9315290018192945, 'deadline': 6.213121771511839, 'period': 6.213121771511839, 'exclusive-R': 1.8852914735358635}
 {'shared-R': 4.095395604224438, 'deadline': 44.24637633579918, 'period': 44.24637633579918, 'exclusive-R': 17.619328561450295}
 {'shared-R': 2.956405214098844, 'deadline': 5.631515499855428, 'period': 5.631515499855428, 'exclusive-R': 0.9581306988227651}
 {'shared-R': 15.250432469602222, 'deadline': 47.22040702074139, 'period': 47.22040702074139, 'exclusive-R': 11.138012222979441}
 {'shared-R': 0.5911684003431632, 'deadline': 9.769270618308408, 'period': 9.769270618308408, 'exclusive-R': 3.3453657318011283}
 {'shared-R': 5.432936822008515, 'deadline': 77.1231195065185, 'period': 77.1231195065185, 'exclusive-R': 27.828137679674686}]
total utili:6.0
total utili+exclusive:15.1608093638
[ {'shared-R': 0.3488686180293365, 'deadline': 7.158111047354878, 'period': 7.158111047354878, 'exclusive-R': 2.946557653848517}
 {'shared-R': 11.15874981155851, 'deadline': 54.851932875995765, 'period': 54.851932875995765, 'exclusive-R': 18.947425942490316}
 {'shared-R': 0.7558360142122184, 'deadline': 6.470122961630861, 'period': 6.470122961630861, 'exclusive-R': 2.217712704394276}
 {'shared-R': 2.8039747001171755, 'deadline': 88.03855991646464, 'period': 88.03855991646464, 'exclusive-R': 30.7462115315304}
 {'shared-R': 1.5386569390570224, 'deadline': 9.014456601986415, 'period': 9.014456601986415, 'exclusive-R': 2.454322655930925}
 {'shared-R': 7.169039033376156, 'deadline': 31.401170513199215, 'period': 31.401170513199215, 'exclusive-R': 10.801543375632484}
 {'shared-R': 1.4122688177075537, 'deadline': 6.211599407325228, 'period': 6.211599407325228, 'exclusive-R': 1.8460698549565318}
 {'shared-R': 10.776433404350566, 'deadline': 65.19873343053692, 'period': 65.19873343053692, 'exclusive-R': 16.964190165453655}
 {'shared-R': 0.018817327767354154, 'deadline': 3.298131549191061, 'period': 3.298131549191061, 'exclusive-R': 1.3454712384998295}
 {'shared-R': 20.689869690944477, 'deadline': 33.85488487225136, 'period': 33.85488487225136, 'exclusive-R': 5.405479511367962}
 {'shared-R': 0.2569604050968748, 'deadline': 6.445603438934099, 'period': 6.445603438934099, 'exclusive-R': 2.522981499932531}
 {'shared-R': 32.460232844480984, 'deadline': 86.20954017381759, 'period': 86.20954017381759, 'exclusive-R': 16.970183642787124}
 {'shared-R': 0.018583938871115663, 'deadline': 2.7203797308388493, 'period': 2.7203797308388493, 'exclusive-R': 0.8132052676231446}
 {'shared-R': 0.46898539218125906, 'deadline': 14.873801875177648, 'period': 14.873801875177648, 'exclusive-R': 4.813287110250602}
 {'shared-R': 3.6259546667376945, 'deadline': 8.441057686888907, 'period': 8.441057686888907, 'exclusive-R': 1.5440238441704746}
 {'shared-R': 9.198730320527483, 'deadline': 51.25340445922119, 'period': 51.25340445922119, 'exclusive-R': 13.732959029174868}
 {'shared-R': 1.2737906968976758, 'deadline': 9.893495038999461, 'period': 9.893495038999461, 'exclusive-R': 3.2538217531751217}
 {'shared-R': 0.277221874808094, 'deadline': 46.4021306163192, 'period': 46.4021306163192, 'exclusive-R': 16.818382339996266}
 {'shared-R': 0.6461096961838704, 'deadline': 7.580288195569174, 'period': 7.580288195569174, 'exclusive-R': 2.6160134796084846}
 {'shared-R': 10.149528597677733, 'deadline': 25.223770995076322, 'period': 25.223770995076322, 'exclusive-R': 5.360317333794962}
 {'shared-R': 7.391940925039237, 'deadline': 9.424591569484768, 'period': 9.424591569484768, 'exclusive-R': 0.7802332218622423}
 {'shared-R': 8.098387476527854, 'deadline': 29.853902931325404, 'period': 29.853902931325404, 'exclusive-R': 8.792590335186112}
 {'shared-R': 0.5212325156894649, 'deadline': 1.190167483091984, 'period': 1.190167483091984, 'exclusive-R': 0.27815662526586016}
 {'shared-R': 4.033619532745535, 'deadline': 40.65053382697663, 'period': 40.65053382697663, 'exclusive-R': 11.673766535625022}
 {'shared-R': 0.8122702043141548, 'deadline': 7.174732970977847, 'period': 7.174732970977847, 'exclusive-R': 2.733753627415601}
 {'shared-R': 7.47175256673007, 'deadline': 87.26878847420052, 'period': 87.26878847420052, 'exclusive-R': 32.14736635299396}
 {'shared-R': 0.08565291264239529, 'deadline': 9.845739452590932, 'period': 9.845739452590932, 'exclusive-R': 3.6068384840810963}
 {'shared-R': 10.334666331641536, 'deadline': 49.40654612743364, 'period': 49.40654612743364, 'exclusive-R': 13.178131000942123}
 {'shared-R': 0.5519083920299259, 'deadline': 3.800971435527716, 'period': 3.800971435527716, 'exclusive-R': 1.3079903559699118}
 {'shared-R': 4.441519944481935, 'deadline': 12.694626434238096, 'period': 12.694626434238096, 'exclusive-R': 2.9636342283210797}]
total utili:6.0
total utili+exclusive:14.9591766524
[ {'shared-R': 0.04548709819741605, 'deadline': 1.5351793519819168, 'period': 1.5351793519819168, 'exclusive-R': 0.4603077163359136}
 {'shared-R': 3.455989699805778, 'deadline': 33.149759706788075, 'period': 33.149759706788075, 'exclusive-R': 12.050659378063934}
 {'shared-R': 3.4963862584986583, 'deadline': 8.836728447359391, 'period': 8.836728447359391, 'exclusive-R': 1.61833076843297}
 {'shared-R': 28.855982716033644, 'deadline': 62.2236751757847, 'period': 62.2236751757847, 'exclusive-R': 12.250041405186817}
 {'shared-R': 0.1263090742305587, 'deadline': 4.28819578521482, 'period': 4.28819578521482, 'exclusive-R': 1.7363096011120454}
 {'shared-R': 2.730122054569348, 'deadline': 18.927599635828052, 'period': 18.927599635828052, 'exclusive-R': 5.516110857734774}
 {'shared-R': 0.36491615013719036, 'deadline': 8.011271924026254, 'period': 8.011271924026254, 'exclusive-R': 3.3936165007836276}
 {'shared-R': 2.8068840795515193, 'deadline': 64.59106654025493, 'period': 64.59106654025493, 'exclusive-R': 21.436627345008976}
 {'shared-R': 0.17285647855740166, 'deadline': 3.045075488665664, 'period': 3.045075488665664, 'exclusive-R': 1.2134333051770358}
 {'shared-R': 65.03407174652455, 'deadline': 99.27284782929554, 'period': 99.27284782929554, 'exclusive-R': 13.795946523156369}
 {'shared-R': 0.20307399720353314, 'deadline': 9.639178428605993, 'period': 9.639178428605993, 'exclusive-R': 2.9102702472426643}
 {'shared-R': 22.442874478981206, 'deadline': 29.53042595051272, 'period': 29.53042595051272, 'exclusive-R': 2.991192889728714}
 {'shared-R': 2.3591734387020677, 'deadline': 7.988508459376276, 'period': 7.988508459376276, 'exclusive-R': 2.0351855348269767}
 {'shared-R': 18.56323332816245, 'deadline': 44.63624530605197, 'period': 44.63624530605197, 'exclusive-R': 8.964622138797516}
 {'shared-R': 0.04381779979340797, 'deadline': 3.54741832802962, 'period': 3.54741832802962, 'exclusive-R': 1.369041983041137}
 {'shared-R': 38.20922892305972, 'deadline': 45.5367537533645, 'period': 45.5367537533645, 'exclusive-R': 2.692904762523254}
 {'shared-R': 0.12211321966003824, 'deadline': 4.1776553996772465, 'period': 4.1776553996772465, 'exclusive-R': 1.7584789358541508}
 {'shared-R': 3.9008567170695825, 'deadline': 52.55418350052282, 'period': 52.55418350052282, 'exclusive-R': 18.85493530630454}
 {'shared-R': 0.1053359103306767, 'deadline': 4.57424790456774, 'period': 4.57424790456774, 'exclusive-R': 1.7687120025432657}
 {'shared-R': 4.722003947567522, 'deadline': 26.41638296315604, 'period': 26.41638296315604, 'exclusive-R': 9.169667537528687}
 {'shared-R': 0.5238922427778577, 'deadline': 7.49377615005378, 'period': 7.49377615005378, 'exclusive-R': 2.4572204256646533}
 {'shared-R': 0.33623794774636906, 'deadline': 50.149761427315944, 'period': 50.149761427315944, 'exclusive-R': 16.908873358789617}
 {'shared-R': 0.30815305723226416, 'deadline': 5.2285923730211845, 'period': 5.2285923730211845, 'exclusive-R': 2.1268268688242467}
 {'shared-R': 10.8334042857423, 'deadline': 54.475791935386226, 'period': 54.475791935386226, 'exclusive-R': 18.645965839908317}
 {'shared-R': 0.187150639757898, 'deadline': 2.6116188553066033, 'period': 2.6116188553066033, 'exclusive-R': 1.0663734419271864}
 {'shared-R': 29.66937207905053, 'deadline': 85.40066300867909, 'period': 85.40066300867909, 'exclusive-R': 18.166420558723942}
 {'shared-R': 0.29924817744671145, 'deadline': 1.0967138735903246, 'period': 1.0967138735903246, 'exclusive-R': 0.3399224829906361}
 {'shared-R': 7.950503121261448, 'deadline': 58.653514775815204, 'period': 58.653514775815204, 'exclusive-R': 15.666269761812524}
 {'shared-R': 0.19391470869822655, 'deadline': 4.047862894996518, 'period': 4.047862894996518, 'exclusive-R': 1.4186480777732533}
 {'shared-R': 9.783858472006107, 'deadline': 56.42554318825539, 'period': 56.42554318825539, 'exclusive-R': 15.918646284630515}]
total utili:6.0
total utili+exclusive:15.0948026974
[ {'shared-R': 0.004967725936791396, 'deadline': 3.48780968167712, 'period': 3.48780968167712, 'exclusive-R': 1.3169558680932965}
 {'shared-R': 26.261326800592933, 'deadline': 81.01247941796979, 'period': 81.01247941796979, 'exclusive-R': 21.22960181291438}
